titres,adresses,liens,categorie,type,lon,lat
La Cordée,"27 rue Henri Rolland, 69100 Villeurbanne",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/la-cordee-1,services-aux-salaries-et-entrepreneurs,initiatives,4.86312,45.7713819
Pause Fruitée,"30 rue de l'Abondance, 69003 Lyon",https://www.lyon.fr/lieu/services-aux-salaries-et-entrepreneurs/pause-fruitee,services-aux-salaries-et-entrepreneurs,initiatives,4.85385,45.753885
TNT Express France,"58 avenue Leclerc, 69007 Lyon",https://www.lyon.fr/lieu/transport-et-mobilite/tnt-express-france,transport-et-mobilite,transport,4.82413,45.7371158
Toposcope,"81 rue de la République, 69002 Lyon",https://www.lyon.fr/lieu/eco-construction-renovation-et-energies-renouvelables/toposcope,eco-construction-renovation-et-energies-renouvelables,initiatives,4.82907,45.7541111
Ve'rso Transition,"16 rue Paul Pic, 69500 Bron",https://www.lyon.fr/lieu/conseil-et-formation/verso-transition,conseil-et-formation,enseignement,4.90399,45.7291122
Vélimotion,"5 rue Coustou, 69001 Lyon",https://www.lyon.fr/lieu/transport-et-mobilite/velimotion,transport-et-mobilite,transport,4.83522,45.7692262
Velogik,"87 rue Jaboulay, 69007 Lyon",https://www.lyon.fr/lieu/transport-et-mobilite/velogik,transport-et-mobilite,transport,4.84626,45.7454583
Vie to B,"19 avenue de la Résistance, 69650 Saint-Germain-au-Mont-d'Or",https://www.lyon.fr/lieu/architecture-urbanisme-et-habitat/vie-b,architecture-urbanisme-et-habitat,initiatives,4.80385,45.8798099
Vitalter,"64 rue Roger Salengro, 69310 Pierre-Bénite",https://www.lyon.fr/lieu/conseil-et-formation/vitalter,conseil-et-formation,enseignement,4.821901,45.704412
Conseil et Formation,"45 rue Colin, 69100 Villeubanne",https://www.lyon.fr/lieu/formation/conseil-et-formation-0,formation,enseignement,4.87417,45.7727701
La cave des vins Nature / rue Chevreul,"34 rue Chevreul, 69007 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-cave-des-vins-nature-rue-chevreul,courses-alimentaires,initiatives,4.83985,45.7483531
La cave des vins nature / rue Bouteille,"23 rue Bouteille, 69001 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-cave-des-vins-nature-rue-bouteille,courses-alimentaires,initiatives,4.8287,45.7692338
La cave des vins Nature / rue Désirée,"1 rue Désirée, 69001 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-cave-des-vins-nature-rue-desiree,courses-alimentaires,initiatives,4.83483,45.7685372
La passerelle eau de robec,"21 rue des Capucins, 69001 Lyon",https://www.lyon.fr/lieu/autres-prestations-aux-professionnels/la-passerelle-eau-de-robec,autres-prestations-aux-professionnels,initiatives,4.8345,45.7696037
La vie claire / Bron,"248 route de Genas, 69500 Bron",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-bron,courses-alimentaires,initiatives,4.899423,45.752464
La vie claire / Craponne,"11 avenue Edouard Millaud, 69290 Craponne",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-craponne,courses-alimentaires,initiatives,4.72138,45.7474237
La vie claire / Ecully,"6 avenue Raymond de Veyssières, 69130 Ecully",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-ecully,courses-alimentaires,initiatives,4.78069,45.7742014
La vie claire / Genay,"330 route de Trévoux, 69730 Genay",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-genay,courses-alimentaires,initiatives,4.82795,45.8893453
La vie claire / Givors,"3 rue du Commerce, 69700 Givors",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-givors,courses-alimentaires,initiatives,4.74648,45.5828638
La vie claire / Lyon Croix Rousse,"Place Joannès Ambre, 69004 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-lyon-croix-rousse,courses-alimentaires,initiatives,4.83309,45.781062
La vie claire / Lyon Gerland,"8 rue Clément Marot, 69007 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-lyon-gerland,courses-alimentaires,initiatives,4.83197,45.7375388
La vie claire / Lyon Lafayette,"245 Cours Lafayette, 69006 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-lyon-lafayette,courses-alimentaires,initiatives,4.86374,45.7637284
La vie claire / Lyon Rockfeller,"16 avenue Rockfeller, 69008 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-lyon-rockfeller,courses-alimentaires,initiatives,4.88198,45.7421926
La vie claire / Lyon Vaise,"24 Rue Sergent Michel Berthet, 69009 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-lyon-vaise,courses-alimentaires,initiatives,4.80529,45.7720498
La vie claire / Lyon Vendôme,"125 Rue Vendôme, 69006 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-lyon-vendome,courses-alimentaires,initiatives,4.84573,45.7670098
La vie claire / Oullins,"70 Grande Rue, 69600 Oullins",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-oullins,courses-alimentaires,initiatives,4.80928,45.7165462
La vie claire / Rillieux,"225 Avenue de l'Hippodrome, 69140 Rillieux-La-Pape",https://www.lyon.fr/lieu/courses-alimentaires/la-vie-claire-rillieux,courses-alimentaires,initiatives,4.8879,45.8160329
Maréchal Fraîcheur,"Chemin de Rosarge, 69140 Rilleux-la-Pape",https://www.lyon.fr/lieu/courses-alimentaires/marechal-fraicheur,courses-alimentaires,initiatives,4.91336,45.847605
Messidor Restauration,"106 avenue Franklin Roosevelt, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/traiteur/messidor-restauration,traiteur,initiatives,4.93534,45.7586794
Orexis Bio,"10 rue chavanne, 69001 Lyon",https://www.lyon.fr/lieu/bien-etre-et-beaute/orexis-bio,bien-etre-et-beaute,initiatives,4.83228,45.7650072
Potager city,"5 Route du Fief, 69780 Toussieu",https://www.lyon.fr/lieu/courses-alimentaires/potager-city,courses-alimentaires,initiatives,4.9815,45.6680196
Satoriz,"11 rue des Rosiéristes, 69410 Champagne-au-Mont-D'or",https://www.lyon.fr/lieu/courses-alimentaires/satoriz,courses-alimentaires,initiatives,4.781043,45.803704
Serge Magner Traiteur,"Impasse Louis Verd, 69540 Irigny",https://www.lyon.fr/lieu/traiteur/serge-magner-traiteur,traiteur,initiatives,4.83041,45.6879285
Soline,"89 rue Paul Bert, 69003 Lyon",https://www.lyon.fr/lieu/traiteur/soline,traiteur,initiatives,4.85086,45.7570246
Terre Adélice,"1 place de la Baleine, 69005 Lyon",https://www.lyon.fr/lieu/cafes-restaurants-traiteurs/terre-adelice,cafes-restaurants-traiteurs,initiatives,4.828,45.7633534
Toutes les couleurs,"26 rue Imbert Colomès, 69001 Lyon",https://www.lyon.fr/lieu/traiteur/toutes-les-couleurs,traiteur,initiatives,4.83532,45.7714076
Un grain dans le grenier,"1 rue du mail, 69004 Lyon",https://www.lyon.fr/lieu/courses-alimentaires/un-grain-dans-le-grenier,courses-alimentaires,initiatives,4.83298,45.776324
Autrement chez vous,"78 rue Edouard Vaillant, 69100 Villeurbanne",https://www.lyon.fr/lieu/service-la-personne/autrement-chez-vous,service-la-personne,initiatives,4.8804,45.7729434
Perle du monde,"27 cours Vitton, 69003 Lyon",https://www.lyon.fr/lieu/deco-equipement-de-la-maison-et-jardin/perle-du-monde,deco-equipement-de-la-maison-et-jardin,initiatives,4.8891,45.7537744
Chambre régionale de l'économie sociale et solidaire,"11 rue Auguste Lacroix, 69003 Lyon",https://www.lyon.fr/lieu/formation/chambre-regionale-de-leconomie-sociale-et-solidaire,formation,enseignement,4.84505,45.755111
L'Eau Vive / Villeurbanne,"25 rue Jean Bourgey, 69100 Villeurbanne",https://www.lyon.fr/lieu/courses-alimentaires/leau-vive-villeurbanne,courses-alimentaires,initiatives,4.84996,45.7688629
Galerie d'art Sylvie Platini,"7 place des Célestins, 69002 Lyon",https://www.lyon.fr/lieu/galeries-dart/galerie-dart-sylvie-platini,galeries-dart,culture,4.8318312999999,45.7594158
Galerie 48,"48 rue burdeau, 69001 Lyon",https://www.lyon.fr/lieu/galeries-dart/galerie-48,galeries-dart,culture,4.8353,45.7705
Usines Fagor-Brant,"65 rue Challemel Lacour, 69007 Lyon",https://www.lyon.fr/lieu/art-contemporain/usines-fagor-brant,art-contemporain,culture,4.840124,45.7300633
Ecole maternelle Françoise Héritier,"1, rue Georges Sand, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-francoise-heritier,ecoles-maternelles-publiques,enseignement,4.8448,45.757982
Ecole maternelle Blandan provisoire,"37 rue du Repos
Entrée principale du parc Blandan, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-blandan-provisoire,ecoles-maternelles-publiques,enseignement,4.8508,45.746025
Ecole élémentaire Blandan provisoire,"37 rue du Repos
Entrée principale du parc Blandan, 69007 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-blandan-provisoire,ecoles-elementaires-publiques,enseignement,4.8508,45.746025
Ecole maternelle Simone Veil,"20, rue de la Fraternité, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-maternelles-publiques/ecole-maternelle-simone-veil,ecoles-maternelles-publiques,enseignement,4.86086,45.740661
Ecole élémentaire Simone Veil,"20 rue de la Fraternité, 69008 Lyon",https://www.lyon.fr/lieu/ecoles-elementaires-publiques/ecole-elementaire-simone-veil,ecoles-elementaires-publiques,enseignement,4.86086,45.740661
Centre culturel Charlie Chaplin,"place de la Nation, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/salles-de-concerts/centre-culturel-charlie-chaplin,salles-de-concerts,culture,4.8950856999999,45.6658363
Le CCO Jean Pierre Lachaize,"39 rue Georges Courteline, 69100 Villeurbanne",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/le-cco-jean-pierre-lachaize,centres-culturels-pluridisciplinaires,culture,4.8783796999999,45.7792169
Musée gallo-romain de Saint Romain en Gal - Vienne,"RD 502, 69560 St Romain en Gal-Vienne",https://www.lyon.fr/lieu/musees/musee-gallo-romain-de-saint-romain-en-gal-vienne,musees,culture,4.8700151592493,45.5289983085732
Le Toboggan,"14 avenue Jean Macé, 69150 Décines",https://www.lyon.fr/lieu/theatre/le-toboggan,theatre,divertissement,4.9558355,45.7689035
Pata'Dôme Théâtre,"62 route d’Yvours, 69540 Irigny",https://www.lyon.fr/lieu/theatre/patadome-theatre,theatre,divertissement,4.8266591999999,45.6867871
GrandLyon Habitat - Siège,"Le Terra Mundi, 69444 Lyon cedex 03",https://www.lyon.fr/lieu/grand-lyon-habitat/grandlyon-habitat-siege,grand-lyon-habitat,initiatives,4.87012,45.72648
Plaine des jeux des Etats-Unis,"8 rue Oradour sur Glane, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/plaine-des-jeux-des-etats-unis,terrain-de-sport,sport,4.87647,45.72138
Sanitaire public parc Sutter,"Parc Sutter, 69001 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-sutter,sanitaires,initiatives,4.82679,45.773098
Sanitaire public cours Général Giraud,"35 cours Général Giraud, 69001 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-general-giraud,sanitaires,initiatives,4.82055,45.769226
Sanitaire public place Chardonnet,"Place Chardonnet, 69001 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-chardonnet,sanitaires,initiatives,4.83409,45.770786
Sanitaire public quai de la Pêcherie,"12 quai de la Pêcherie, 69001 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-de-la-pecherie,sanitaires,initiatives,4.83132,45.765457
Sanitaire public jardin du Palais Saint-Pierre,"Jardin du Palais Saint-Pierre, 69001 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-jardin-du-palais-saint-pierre,sanitaires,initiatives,4.83354,45.767081
Sanitaire public montée de l'Amphithéâtre,"Montée de l'Amphithéâtre, 69001 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-montee-de-lamphitheatre,sanitaires,initiatives,4.83039,45.769628
Sanitaire public cours Bayard,"17 cours Bayard, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-bayard,sanitaires,initiatives,4.82285,45.743262
Sanitaire public cours Suchet,"Cours Suchet, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-suchet,sanitaires,initiatives,4.82338,45.747157
Sanitaire public place de l'Hippodrome,"Place de l'Hippodrome, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-lhippodrome,sanitaires,initiatives,4.82353,45.744362
Sanitaire public rue Paul Bert,"Rue Paul Bert, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-paul-bert,sanitaires,initiatives,4.85156,45.756977
Sanitaire parc Chambovet,"Parc Chambovet, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-parc-chambovet,sanitaires,initiatives,4.89497,45.749094
Sanitaire public place d'Arsonval,"Place d' Arsonval, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-darsonval,sanitaires,initiatives,4.87877,45.743434
Sanitaire public square Hénon,"Square Hénon, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-henon,sanitaires,initiatives,4.82524,45.779695
Sanitaire public place Camille Flammarion,"Place Camille Flammarion, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-camille-flammarion,sanitaires,initiatives,4.81961,45.779474
Sanitaire public place du Commandant Arnaud,"Place du Commandant Arnaud, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-commandant-arnaud,sanitaires,initiatives,4.8346,45.779807
Sanitaire public place Edouard Millaud,"Place Edouard Millaud, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-edouard-millaud,sanitaires,initiatives,4.82364,45.774243
Sanitaire public parc mairie du 5e,"14 rue Dr Edmond Locard, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-mairie-du-5e,sanitaires,initiatives,4.80096,45.757119
Sanitaire public parc des Murières,"Parc des Murières - avenue de Ménival, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-des-murieres,sanitaires,initiatives,4.78944,45.755349
Sanitaire public parc Champvert,"Parc Champvert, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-champvert,sanitaires,initiatives,4.79621,45.763358
Sanitaire public place Abbé Larue,"Place Abbé Larue, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-abbe-larue,sanitaires,initiatives,4.81859,45.755869
Sanitaire public place César Geoffray,"Place César Geoffray, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-cesar-geoffray,sanitaires,initiatives,4.78449,45.74985
Sanitaire public square Tricou,"Sanitaire public square Tricou, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-tricou,sanitaires,initiatives,4.80692,45.755502
Sanitaire public place du Docteur Schweitzer,"Place du Docteur Schweitzer, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-docteur-schweitzer,sanitaires,initiatives,4.78676,45.756397
Sanitaire public rue Felix Jacquier,"36 rue Felix Jacquier, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-felix-jacquier,sanitaires,initiatives,4.84739,45.772928
Sanitaire public rue Vendôme,"130 rue Vendôme, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-vendome,sanitaires,initiatives,4.84572,45.765023
Sanitaire public square du Capitaine-Billon,"Square du Capitaine-Billon, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-du-capitaine-billon,sanitaires,initiatives,4.85675,45.770543
Sanitaire public place des Docteurs Charles et Christophe Mérieux,"Place des Docteurs Charles et Christophe Mérieux, 69007 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-des-docteurs-charles-et-christophe-merieux,sanitaires,initiatives,4.82573,45.732584
Sanitaire public place du 8 mai 1945 - Nord-Ouest,"Sanitaire public place du 8 mai 1945 - Nord-Ouest, 69008 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-8-mai-1945-nord-ouest,sanitaires,initiatives,4.86656,45.73
Sanitaire public rue Be'er Sheva,"Rue Be'er Sheva, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-beer-sheva,sanitaires,initiatives,4.78941,45.789081
Sanitaire public place Henri Barbusse,"Place Henri Barbusse, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-henri-barbusse,sanitaires,initiatives,4.8299,45.798224
Sanitaire public parc Montel,"Parc Montel, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-montel,sanitaires,initiatives,4.80174,45.772537
Sanitaire public montée des Balmes,"Montée des Balmes, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-montee-des-balmes,sanitaires,initiatives,4.83411,45.803633
Sanitaire public jardin de la Chapelle,"Jardin de la Chapelle, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-jardin-de-la-chapelle,sanitaires,initiatives,4.78933,45.765921
Sanitaire public jardin de l'Ile Barbe,"Jardin de l'Ile Barbe, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-jardin-de-lile-barbe,sanitaires,initiatives,4.83089,45.797119
Sanitaire public Lyon Confluence,"Lyon Confluence, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-lyon-confluence,sanitaires,initiatives,4.81601,45.742932
Sanitaire public avenue Sidoine Appolinaire,"Avenue Sidoine Appolinaire, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-sidoine-appolinaire,sanitaires,initiatives,4.79577,45.773098
Sanitaire public boulevard de Balmont,"Boulevard de Balmont, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-boulevard-de-balmont,sanitaires,initiatives,4.79757,45.78978
Le théâtre de l'Iris,"331 rue Francis de Pressensé, 69100 Villeurbanne",https://www.lyon.fr/lieu/theatre/le-theatre-de-liris,theatre,divertissement,4.8981118,45.7665578
Studio M Lyon,"565 rue du sans soucis, 69760 Limonest",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/studio-m-lyon,formations-aux-metiers-de-la-culture,enseignement,4.7732194,45.8048067
INSA - Institut National des Sciences Appliquées de Lyon,"20, rue Albert Einstein, 69621 Villeurbanne cedex",https://www.lyon.fr/lieu/conferences-et-debats/insa-institut-national-des-sciences-appliquees-de-lyon,conferences-et-debats,culture,4.8812987999999,45.7834285
Ecole Municipale de Musique de Vaulx-en-Velin,"55, rue de la République, 69120 Vaulx-en-Velin",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/ecole-municipale-de-musique-de-vaulx-en-velin,ecoles-denseignement-artistique,enseignement,4.9253103999999,45.7864718
La Rotonde,"20, avenue Albert Einstein, 69621 Villeurbanne cedex",https://www.lyon.fr/lieu/theatre/la-rotonde,theatre,divertissement,4.8812987999999,45.7834285
Théâtre de Vénissieux,"8 boulevard Laurent-Gerin, 69631 Vénissieux cedex",https://www.lyon.fr/lieu/theatre/theatre-de-venissieux,theatre,divertissement,4.88202,45.704544
Théâtre de l'Atrium,"35 avenue du 8 mai 1945, 69160 Tassin la Demi-Lune",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/theatre-de-latrium,centres-culturels-pluridisciplinaires,culture,4.77124,45.759858
Ciné Bonneterre,"46 cours Damidot, 69100 Villeurbanne",https://www.lyon.fr/lieu/cinemas-generalistes/cine-bonneterre,cinemas-generalistes,divertissement,4.8861633999999,45.761362
Le Centre des Musiques Traditionnelles en Rhône-Alpes,"46 cours du docteur Jean Damidot, 69100 Villeurbanne",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/le-centre-des-musiques-traditionnelles-en-rhone-alpes,centres-culturels-pluridisciplinaires,culture,4.88618,45.76137
